Nome e Cognome | Cognome, Nome (originale) | Wiki Page_id | Epoca | Nazionalità
Roberto Costantini | Costantini, Roberto | 4421982 | 2000 | italiano | 1952 |  | M | M
Vincenzo Costantino | Costantino, Vincenzo | 4619548 | 1900 | italiano | 1964 |  | M | M
Maurizio Costanzo | Costanzo, Maurizio | 58541 | 1900 | italiano | 1938 | -1 | M | M
Paolo Costa | Costa, Paolo | 901741 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Girolamo Cotroneo | Cotroneo, Girolamo | 5116914 | 1900 | italiano | 1934 |  | M | M
Roberto Cotroneo | Cotroneo, Roberto | 640169 | 1900 | italiano | 1961 |  | M | M
Massimo Cotto | Cotto, Massimo | 2629669 | 1900 | italiano | 1962 |  | M | M
Ann Coulter | Coulter, Ann | 4174592 | 1900 | statunitense | 1961 |  | F | F
douglas Coupland | Coupland, douglas | 278955 | 1900 | canadese | 1961 |  | M | M
Georges Courteline | Courteline, Georges | 719808 | 1800 | francese | 1858 | 1929 | M | M
Mia Couto | Couto, Mia | 1303354 | -1 | mozambicano | 1955 |  | M | M
mauro Covacich | Covacich, mauro | 661346 | 1900 | italiano | 1965 |  | M | M
Giobbe Covatta | Covatta, Giobbe | 834770 | 1900 | italiano | 1956 |  | M | M
Carmen Covito | Covito, Carmen | 14113 | 1900 | italiana | 1948 |  | F | F
Vigilio Covi | Covi, Vigilio | 1590453 | 1800 | italiano | 1846 | 1925 | M | M
Sylvie Coyaud | Coyaud, Sylvie | 5928653 | -1 | francese |  |  | F | F
luigi Cozzi | Cozzi, luigi | 1331151 | 1900 | italiano | 1947 |  | M | M
Carlo Cracco | Cracco, Carlo | 3762119 | -1 | italiano | 1965 |  | M | M
Guido Crainz | Crainz, Guido | 3435226 | 1900 | italiano | 1947 |  | M | M
Robert Crais | Crais, Robert | 411654 | 2000 | statunitense | 1953 |  | M | M
Stephen Crane | Crane, Stephen | 1376576 | 1800 | statunitense | 1871 | 1900 | M | M
Wes Craven | Craven, Wes | 203407 | -1 | statunitense | 1939 | 2015  | M | M
benedetta Craveri | Craveri, benedetta | 2935131 | 1900 | italiana | 1942 |  | F | F
Marcello Craveri | Craveri, Marcello | 3201681 | 2000 | italiano | 1914 | 2002 | M | M
Ion Creanga | Creanga, Ion | 1547020 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
John Creasey | Creasey, John | 1979533 | 1900 | inglese | 1908 | 1973 | M | M
Giorgio Cremaschi | Cremaschi, Giorgio | 632140 | 1900 | italiano | 1948 |  | M | M
Cesare Cremonini | Cremonini, Cesare | 1056668 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Paolo Crepet | Crepet, Paolo | 1684376 | 1900 | italiano | 1951 |  | M | M
Michael Crichton | Crichton, Michael | 102907 | 1900 | statunitense | 1942 | 2008 | M | M
Giovanni Crisostomo | Crisostomo, Giovanni | 336276 | 300 | bizantino | [[344]]/[[354]] | 407 | M | M
Edmund Crispin | Crispin, Edmund | 1147189 | 1900 | britannico | 1921 | 1978 | M | M
Simone Cristicchi | Cristicchi, Simone | 322594 | 1900 | italiano | 1977 |  | M | M
Critone | Critone | 522454 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Carmine Crocco | Crocco, Carmine | 481207 | -1 | italiano | 1830 | 1905 | M | M
Benedetto Croce | Croce, Benedetto | 76823 | 1900 | italiano | 1866 | 1952 | M | M
fernand Crommelynck | Crommelynck, fernand | 2777122 | 1800 | belga | 1886 | 1970 | M | M
Justin Cronin | Cronin, Justin | 3660697 | 2000 | statunitense | 1962 |  | M | M
maurizio Crosetti | Crosetti, maurizio | 3244392 | 1900 | italiano | 1962 |  | M | M
Amanda Cross | Cross, Amanda | 6819858 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Renato Crotti | Crotti, Renato | 2102008 | 1900 | italiano | 1921 | 2015 | M | M
Raffaele Crovi | Crovi, Raffaele | 1514065 | 1900 | italiano | 1934 | 2007 | M | M
James Crumley | Crumley, James | 904530 | 1900 | statunitense | 1939 | 2008 | M | M
Geza Csath | Csath, Geza | 4184803 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Geppi Cucciari | Cucciari, Geppi | 514988 | 2000 | italiana | 1973 |  | F | F
Diego Cugia | Cugia, Diego | 261966 | 1900 | italiano | 1953 |  | M | M
Giuseppe Culicchia | Culicchia, Giuseppe | 432151 | 1900 | italiano | 1965 |  | M | M
Michael Cunningham | Cunningham, Michael | 293464 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Scott Cunningham | Cunningham, Scott | 561490 | 1900 | statunitense | 1956 | 1993 | M | M
Vincenzo Cuoco | Cuoco, Vincenzo | 201051 | 1800 | italiano | 1770 | 1823 | M | M
franco Cuomo | Cuomo, franco | 953425 | 1900 | italiano | 1938 | 2007 | M | M
Cuore | Cuore | 5213512 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Renato Curcio | Curcio, Renato | 297723 | 1900 | italiano | 1941 |  | M | M
umberto Curi | Curi, umberto | 1201159 | 1900 | italiano | 1941 |  | M | M
Mauro Curradi | Curradi, Mauro | 1704013 | 2000 | italiano | 1925 | 2005 | M | M
Ursula Curtiss | Curtiss, Ursula | 939817 | 1900 | statunitense | 1923 | 1984 | F | F
nicola Cusano | Cusano, nicola | 2652834 | 1400 | tedesco | 1401 | 1464 | M | M
Clive Cussler | Cussler, Clive | 87109 | 1900 | statunitense | 1931 |  | M | M
Marina Cvetaeva | Cvetaeva, Marina | 1170964 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Francesco D'Adamo | D'Adamo, Francesco | 2842296 | 1900 | italiano | 1949 |  | M | M
Giuseppe D'Agata | D'Agata, Giuseppe | 1066052 | 1900 | italiano | 1927 | 2011 | M | M
Stig Dagerman | Dagerman, Stig | 821568 | -1 | svedese | 1923 | 1954 | M | M
Nichiren Daishonin | Daishonin, Nichiren | 87366 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Giovanni D'Alessandro | D'Alessandro, Giovanni | 4897579 | 1900 | italiano | 1955 |  | M | M
Lago Dal | Dal, Lago | 3119940 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Carlo D'Amicis | D'Amicis, Carlo | 2986067 | 1900 | italiano | 1964 |  | M | M
Margherita D'Amico | D'Amico, Margherita | 3149673 | 1900 | italiana | 1967 |  | F | F
Masolino D'Amico | D'Amico, Masolino | 3026969 | 1900 | italiano | 1939 |  | M | M
Silvio D'Amico | D'Amico, Silvio | 642116 | -1 | italiano | 1887 | 1955 | M | M
Alessandro D'Ancona | D'Ancona, Alessandro | 403397 | 1800 | italiano | 1835 | 1914 | M | M
Serena Dandini | Dandini, Serena | 654097 | -1 | italiana | 1954 |  | F | F
Giuseppe D'Andrea | D'Andrea, Giuseppe | 2071876 | XIX | italiano | 1849 | 1934 | M | M
Virgilia D'Andrea | D'Andrea, Virgilia | 2533356 | -1 | italiana | 1888 | 1933 | F | F
Andrea D'Angelo | D'Angelo, Andrea | 308295 | 2000 | italiano | 1972 |  | M | M
Gabriele D'Annunzio | D'Annunzio, Gabriele | 2404658 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Tommaso D'Aquino | D'Aquino, Tommaso | 6418797 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Alessandro D'Avenia | D'Avenia, Alessandro | 3836715 | 2000 | italiano | 1977 |  | M | M
Yael Dayan | Dayan, Yael | 2011138 | -1 | israeliana | 1939 |  | F | F
Sandrone Dazieri | Dazieri, Sandrone | 681659 | 1900 | italiano | 1964 |  | M | M
enrico Deaglio | Deaglio, enrico | 692296 | 1900 | italiano | 1947 |  | M | M
Winton Dean | Dean, Winton | 6000998 | -1 | inglese | 1916 | 2013 | M | M
Terry Deary | Deary, Terry | 6682139 | 1900 | britannico | 1946 |  | M | M
Jeffery Deaver | Deaver, Jeffery | 262263 | 1900 | statunitense | 1950 |  | M | M
len Deighton | Deighton, len | 3091335 | 1900 | inglese | 1929 |  | M | M
Grazia Deledda | Deledda, Grazia | 1341459 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Antonio Delitala | Delitala, Antonio | 3935254 | 1900 | italiano | 1941 | 2011 | M | M
Marco Denevi | Denevi, Marco | 5782925 | -1 | argentino | 1922 | 1998 | M | M
Mario Desiati | Desiati, Mario | 2123341 | 2000 | italiano | 1977 |  | M | M
Luca Desiato | Desiato, Luca | 2481028 | 1900 | italiano | 1941 |  | M | M
Ermanno Detti | Detti, Ermanno | 4037036 | 1900 | italiano | 1939 |  | M | M
Charles Dickens | Dickens, Charles | 18159 | 1800 | britannico | 1812 | 1870 | M | M
Joel Dicker | Dicker, Joel | 6947594 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Philip Dick | Dick, Philip | 300398 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
waris Dirie | Dirie, waris | 1652815 | -1 | somala | 1965 |  | F | F
Paul Doherty | Doherty, Paul | 621625 | 1900 | britannico | 1946 |  | M | M
Rodolfo Doni | Doni, Rodolfo | 2196779 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Wulf Dorn | Dorn, Wulf | 4947445 | 2000 | tedesco | 1969 |  | M | M
Angelo D'Orsi | D'Orsi, Angelo | 6524215 | 1900 | italiano | 1947 |  | M | M
Marcello D'Orta | D'Orta, Marcello | 829816 | 1900 | italiano | 1953 | 2013 | M | M
George Downing | Downing, George | 1563103 | 1600 | inglese | 1623 | 1684 | M | M
Roddy Doyle | Doyle, Roddy | 1068063 | -1 | irlandese | 1958 |  | M | M
Shannon Drake | Drake, Shannon | 2614806 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Christopher Duggan | Duggan, Christopher | 1860761 | 2000 | britannico | 1957 | 2015 | M | M
Alexandre Dumas | Dumas, Alexandre | 37006 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Dumas | Dumas | 611786 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Glen Duncan | Duncan, Glen | 3422815 | 1900 | britannico | 1965 |  | M | M
Helen Dunmore | Dunmore, Helen | 2784642 | 1900 | inglese | 1952 | 2017 | F | F
catherine Dunne | Dunne, catherine | 2968693 | 2000 | irlandese | 1954 |  | F | F
dorothy Dunnett | Dunnett, dorothy | 475797 | 1900 | scozzese | 1923 | 2001 | F | F
Francis Durbridge | Durbridge, Francis | 801426 | 1900 | britannico | 1912 | 1998 | M | M
Tony Duvert | Duvert, Tony | 2448424 | 1900 | francese | 1945 | 2008 | M | M
Ronald Dworkin | Dworkin, Ronald | 2023903 | 1900 | statunitense | 1931 | 2013 | M | M
Terry Eagleton | Eagleton, Terry | 2147054 | -1 | inglese | 1943 |  | M | M
Mignon Eberhart | Eberhart, Mignon | 2887828 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Jean Echenoz | Echenoz, Jean | 2142413 | 1900 | francese | 1947 |  | M | M
Meister Eckart | Eckart, Meister | 4493028 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Umberto Eco | Eco, Umberto | 4346 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Eco | Eco | 53123 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
David Eddings | Eddings, David | 638273 | XX | statunitense | 1931 | 2009 | M | M
Gerald Edelman | Edelman, Gerald | 1569010 | 1900 | statunitense | 1929 | 2014 | M | M
Kim Edwards | Edwards, Kim | 2464172 | 2000 | statunitense | 1958 |  | F | F
Jennifer Egan | Egan, Jennifer | 3449737 | 2000 | statunitense | 1962 |  | F | F
Dave Eggers | Eggers, Dave | 74313 | 2000 | statunitense | 1970 |  | M | M
Arnold Ehret | Ehret, Arnold | 1731536 | 1900 | tedesco | 1866 | 1922 | M | M
Bart Ehrman | Ehrman, Bart | 2136259 | 2000 | statunitense | 1955 |  | M | M
albert Einstein | Einstein, albert | 2938444 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Einstein | Einstein | 1118961 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Dwight Eisenhower | Eisenhower, Dwight | 120116 | 1900 | statunitense | 1890 | 1969 | M | M
Elizabeth Eisenstein | Eisenstein, Elizabeth | 1729509 | -1 | statunitense | 1923 | 2016 | F | F
Barry Eisler | Eisler, Barry | 2422641 | 2000 | statunitense | 1964 |  | M | M
Riane Eisler | Eisler, Riane | 1304880 | 2000 | statunitense | 1931 |  | F | F
Anthony Elenjimittam | Elenjimittam, Anthony | 6086681 | -1 | indiano | 1915 | 2011 | M | M
Augusto Elia | Elia, Augusto | 705815 | 1800 | italiano | 1829 | 1919 | M | M
Mircea Eliade | Eliade, Mircea | 129693 | -1 | rumeno | 1907 | 1986 | M | M
Norbert Elias | Elias, Norbert | 207847 | 1900 | tedesco | 1897 | 1990 | M | M
Eliodoro | Eliodoro | 421050 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
George Eliot | Eliot, George | 514369 | 1800 | britannica | 1819 | 1880 | F | F
Thomas Eliot | Eliot, Thomas | 575848 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Eliot | Eliot | 1857752 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Ignacio Ellacuria | Ellacuria, Ignacio | 6996054 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Jane Elliott | Elliott, Jane | 6522421 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
David Ellis | Ellis, David | 5852984 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Harlan Ellison | Ellison, Harlan | 793132 | XX | statunitense | 1934 |  | M | M
richard Ellmann | Ellmann, richard | 1623050 | 1900 | statunitense | 1918 | 1987 | M | M
James Ellroy | Ellroy, James | 113321 | 1900 | statunitense | 1948 |  | M | M
Jacques Ellul | Ellul, Jacques | 377347 | 1900 | francese | 1912 | 1994 | M | M
Willem Elsschot | Elsschot, Willem | 725605 | -1 | belga | 1882 | 1960 | M | M
buchi Emecheta | Emecheta, buchi | 115314 | 1900 | nigeriana | 1944 | 2017 | F | F
Flavio Emer | Emer, Flavio | 5557114 | 1900 | italiano | 1969 | 2015 | M | M
Michael Ende | Ende, Michael | 93797 | 1900 | tedesco | 1929 | 1995 | M | M
Sergio Endrigo | Endrigo, Sergio | 1931132 | 1900 | italiano | 1933 | 2005 | M | M
Friedrich Engels | Engels, Friedrich | 88158 | 1800 | tedesco | 1820 | 1895 | M | M
Franco Enna | Enna, Franco | 2326835 | 1900 | italiano | 1921 | 1990 | M | M
nora Ephron | Ephron, nora | 815912 | -1 | statunitense | 1941 | 2012 | F | F
Epitteto | Epitteto | 439964 | 0 | greco antico | 50 circa | 130 circa | M | M
luciano Erba | Erba, luciano | 563009 | 1900 | italiano | 1922 | 2010 | M | M
Paul Erdman | Erdman, Paul | 755530 | 1900 | statunitense | 1932 | 2007 | M | M
Louise Erdrich | Erdrich, Louise | 5278065 | 1900 | statunitense | 1954 |  | F | F
Erik Erikson | Erikson, Erik | 233539 | -1 | tedesco | 1902 | 1994 | M | M
Steven Erikson | Erikson, Steven | 446579 | -1 | canadese | 1959 |  | M | M
Erma | Erma | 5130453 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Erodoto | Erodoto | 10305 | -1 | greco antico | 484 a.C. | dopo il [[430 a.C.]] | M | M
Viktor Erofeev | Erofeev, Viktor | 2501206 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Luiza Erundina | Erundina, Luiza | 5057510 | -1 | brasiliana | 1934 |  | F | F
Robert Escarpit | Escarpit, Robert | 3153445 | 1900 | francese | 1918 | 2000 | M | M
Eschilo | Eschilo | 691854 | -1 | greco antico | 525 a.C. | 456 a.C. | M | M
Josemaria Escriva | Escriva, Josemaria | 6982435 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Sergej Esenin | Esenin, Sergej | 1385079 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Esiodo | Esiodo | 706131 | -1 | greco antico | VIII secolo a.C. | VII secolo a.C. | M | M
Albert Espinosa | Espinosa, Albert | 3698171 | 2000 | spagnolo | 1973 |  | M | M
Roberto Esposito | Esposito, Roberto | 2248275 | 1900 | italiano | 1950 |  | M | M
Laura Esquivel | Esquivel, Laura | 700397 | 1900 | messicana | 1950 |  | F | F
Karen Essex | Essex, Karen | 1277719 | 2000 | statunitense |  |  | F | F
Lucia Etxebarria | Etxebarria, Lucia | 7000657 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
jeffrey Eugenides | Eugenides, jeffrey | 103626 | XXI | statunitense | 1960 |  | M | M
Euripide | Euripide | 690284 | -1 | greco antico | 485 a.C. | 407-406 a.C. | M | M
valerio Evangelisti | Evangelisti, valerio | 130908 | 1900 | italiano | 1952 |  | M | M
Valerio Evangelisti | Evangelisti, Valerio | 130908 | 1900 | italiano | 1952 |  | M | M
Janet Evanovich | Evanovich, Janet | 2893581 | 1900 | statunitense | 1943 |  | F | F
nicholas Evans | Evans, nicholas | 4279954 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Richard Evans | Evans, Richard | 5216974 | -1 | inglese | 1928 | 2012 | M | M
evgenij Evtusenko | Evtusenko, evgenij | 383455 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Diego Fabbri | Fabbri, Diego | 511653 | 1900 | italiano | 1911 | 1980 | M | M
Fabrizio Fabbri | Fabbri, Fabrizio | 1974288 | -1 | italiano | 1948 |  | M | M
Luigi Fabbri | Fabbri, Luigi | 1873492 | 1900 | italiano | 1877 | 1935 | M | M
Paolo Fabbri | Fabbri, Paolo | 771128 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Michel Faber | Faber, Michel | 220121 | 2000 | olandese | 1960 |  | M | M
Ugo Fabietti | Fabietti, Ugo | 6378611 | -1 | italiano | 1950 | 2017 | M | M
Lanfranco Fabriani | Fabriani, Lanfranco | 3453869 | -1 | italiano | 1959 |  | M | M
Giacinto Facchetti | Facchetti, Giacinto | 110778 | -1 | italiano | 1942 | 2006 | M | M
Filippo Facci | Facci, Filippo | 2040209 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Elvio Fachinelli | Fachinelli, Elvio | 1314431 | -1 | italiano | 1928 | 1989 | M | M
Antonio Faeti | Faeti, Antonio | 1661371 | 1900 | italiano | 1939 |  | M | M
Giuseppe Faggin | Faggin, Giuseppe | 6060206 | 1900 | italiano | 1906 | 1995 | M | M
Vico Faggi | Faggi, Vico | 2902030 | 1900 | italiano | 1922 | 2010 | M | M
Giovanni Falcone | Falcone, Giovanni | 1792900 | 1900 | italiano | 1939 | 1992 | M | M
Ildefonso Falcones | Falcones, Ildefonso | 2133929 | 2000 | spagnolo | 1958 |  | M | M
Francesco Falconi | Falconi, Francesco | 2322088 | 2000 | italiano | 1976 |  | M | M
Knut Faldbakken | Faldbakken, Knut | 5820566 | 1900 | norvegese | 1941 |  | M  | M 
Emilio Faldella | Faldella, Emilio | 1497371 | 1900 | italiano | 1897 | 1975 | M | M
Giovanni Faldella | Faldella, Giovanni | 2005039 | 1800 | italiano | 1846 | 1928 | M | M
Giorgio Faletti | Faletti, Giorgio | 769126 | 1900 | italiano | 1950 | 2014 | M | M
Oriana Fallaci | Fallaci, Oriana | 36906 | 1900 | italiana | 1929 | 2006 | F | F
Hans Fallada | Fallada, Hans | 1465789 | 1900 | tedesco | 1893 | 1947 | M | M
Pietro Fanfani | Fanfani, Pietro | 1430925 | 1800 | italiano | 1815 | 1879 | M | M
John Fante | Fante, John | 115197 | -1 | statunitense | 1909 | 1983 | M | M
Gianni Fantoni | Fantoni, Gianni | 582883 | 1900 | italiano | 1967 |  | M | M
Giovanni Fantoni | Fantoni, Giovanni | 662847 | 1700 | italiano | 1755 | 1807 | M | M
Livio Fanzaga | Fanzaga, Livio | 537042 | -1 | italiano | 1940 |  | M | M
Nuruddin Farah | Farah, Nuruddin | 98102 | 1900 | somalo | 1945 |  | M | M
Salvatore Farina | Farina, Salvatore | 1332414 | 1800 | italiano | 1846 | 1918 | M | M
Franco Farinelli | Farinelli, Franco | 1091446 | 1900 | italiano | 1948 |  | M | M
Gianni Farinetti | Farinetti, Gianni | 94834 | 1900 | italiano | 1953 |  | M | M
Henry Farrell | Farrell, Henry | 6323260 | -1 | statunitense | 1920 | 2006 | M | non trovato
Giovanni Fasanella | Fasanella, Giovanni | 1322147 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Giuseppe Fasoli | Fasoli, Giuseppe | 3688348 | 1900 | italiano | 1919 | 2013 | M | M
Piero Fassino | Fassino, Piero | 58484 | 1900 | italiano | 1949 |  | M | M
Annamaria Fassio | Fassio, Annamaria | 1735019 | 2000 | italiana | 1941 |  | F | F
Howard Fast | Fast, Howard | 2300586 | 1900 | statunitense | 1914 | 2003 | M | M
William Faulkner | Faulkner, William | 80845 | 1900 | statunitense | 1897 | 1962 | M | M
Sebastian Faulks | Faulks, Sebastian | 1954004 | 1900 | britannico | 1953 |  | M | M
paul Faure | Faure, paul | 4728945 | -1 | francese | 1886 | 1921 | M | M
Giuseppe Fava | Fava, Giuseppe | 2205737 | 1900 | italiano | 1925 | 1984 | M | M
Antonio Favaro | Favaro, Antonio | 23712 | 1800 | italiano | 1847 | 1922 | M | M
Adam Fawer | Fawer, Adam | 1114667 | 2000 | statunitense | 1970 |  | M | M
Fabio Fazio | Fazio, Fabio | 100262 | -1 | italiano | 1964 |  | M | M
Andrea Fazioli | Fazioli, Andrea | 6004350 | -1 | svizzero | 1978 | -1 | M | M
Gustav Fechner | Fechner, Gustav | 283666 | -1 | tedesco | 1801 | 1887 | M | M
camillo Federici | Federici, camillo | 1372732 | 1700 | italiano | 1749 | 1802 | M | M
Fedro | Fedro | 2665416 | -1 | romano | [[20 a.C.|20]]/[[15 a.C.]] circa | 51 d.C. | M | M
Christine Feehan | Feehan, Christine | 4242590 | 1900 | statunitense |  |  | F | F
Ferenc Feher | Feher, Ferenc | 3945501 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Ge Fei | Fei, Ge | 2902473 | -1 | cinese | 1964 |  | M | M
Massimo Felisatti | Felisatti, Massimo | 2050399 | 1900 | italiano | 1932 | -1 | M | M
Julian Fellowes | Fellowes, Julian | 2072793 | 1900 | britannico | 1949 |  | M | M
Carlo Feltrinelli | Feltrinelli, Carlo | 6908855 | -1 | italiano | 1881 | 1935 | M | M
Vittorio Feltri | Feltri, Vittorio | 2040564 | 1900 | italiano | 1943 |  | M | M
Beppe Fenoglio | Fenoglio, Beppe | 719058 | 1900 | italiano | 1922 | 1963 | M | M
Will Ferguson | Ferguson, Will | 364287 | -1 | canadese | 1964 |  | M | M
Lawrence Ferlinghetti | Ferlinghetti, Lawrence | 216881 | -1 | statunitense | 1919 |  | M | M
